product_category_name,product_weight_g,product_length_cm,product_height_cm,product_width_cm
relogios_presentes,750,30,30,30
beleza_saude,400,27,14,23
telefonia,88,19,4,11
pet_shop,300,20,20,20
beleza_saude,100,22,3,14
moveis_decoracao,750,45,15,35
brinquedos,483,23,12,19
pet_shop,200,21,16,17
consoles_games,550,17,8,17
utilidades_domesticas,550,16,12,15
papelaria,475,18,13,16
casa_conforto,800,20,20,20
relogios_presentes,280,30,30,30
moveis_decoracao,8050,52,18,35
moveis_decoracao,800,69,11,11
eletrodomesticos,2250,18,8,13
cama_mesa_banho,7175,50,18,28
moveis_cozinha_area_de_servico_jantar_e_jardim,30000,31,105,31
esporte_lazer,2350,30,25,15
telefonia,163,18,8,13
esporte_lazer,1725,35,38,33
cama_mesa_banho,1600,30,10,20
automotivo,1800,33,27,26
bebes,600,65,11,11
beleza_saude,200,22,10,15
casa_conforto,1750,45,15,35
brinquedos,275,17,18,12
ferramentas_jardim,800,40,3,15
esporte_lazer,1000,25,5,25
moveis_escritorio,9200,52,51,17
eletrodomesticos,100,30,10,15
perfumaria,700,16,3,12
beleza_saude,225,28,15,17
beleza_saude,200,30,3,40
esporte_lazer,500,27,15,20
cama_mesa_banho,1100,39,17,33
beleza_saude,1300,16,11,11
ferramentas_jardim,13805,35,75,45
construcao_ferramentas_seguranca,1250,20,20,20
relogios_presentes,650,20,15,17
bebes,200,24,3,19
pet_shop,175,20,5,13
automotivo,1050,40,4,30
cama_mesa_banho,10950,51,23,51
beleza_saude,2350,20,20,20
casa_conforto,6700,50,20,40
perfumaria,450,18,18,18
esporte_lazer,400,17,35,18
utilidades_domesticas,200,18,2,18
papelaria,725,40,13,40
brinquedos,1825,33,19,45
beleza_saude,350,16,7,20
utilidades_domesticas,835,29,43,21
automotivo,1175,68,8,35
utilidades_domesticas,4650,30,20,30
consoles_games,300,16,16,14
construcao_ferramentas_jardim,550,20,16,30
moveis_decoracao,150,22,12,22
automotivo,1500,40,14,40
utilidades_domesticas,400,40,10,25
esporte_lazer,900,16,23,16
brinquedos,1349,35,49,25
moveis_decoracao,2500,69,11,11
utilidades_domesticas,550,50,15,30
utilidades_domesticas,550,16,12,12
utilidades_domesticas,2700,30,30,30
beleza_saude,445,16,22,24
informatica_acessorios,400,18,16,18
utilidades_domesticas,600,16,25,11
esporte_lazer,400,16,16,16
moveis_decoracao,2200,43,11,35
papelaria,3550,16,60,90
relogios_presentes,400,16,2,20
pet_shop,6950,48,28,31
moveis_decoracao,1300,40,7,35
relogios_presentes,342,18,12,12
informatica_acessorios,180,16,9,16
beleza_saude,1100,16,19,15
brinquedos,600,20,16,17
casa_construcao,117,19,15,17
moveis_decoracao,8800,36,47,36
cama_mesa_banho,2200,43,8,36
utilidades_domesticas,920,50,10,40
beleza_saude,683,29,15,22
esporte_lazer,925,32,30,27
beleza_saude,575,25,20,23
eletronicos,275,28,9,22
telefonia,250,16,4,11
brinquedos,2500,20,70,15
market_place,3850,60,20,20
moveis_decoracao,900,40,3,40
relogios_presentes,225,18,8,19
cama_mesa_banho,1300,35,9,25
moveis_decoracao,300,16,88,16
bebes,100,16,8,11
sinalizacao_e_seguranca,750,16,20,16
perfumaria,200,16,12,20
moveis_colchao_e_estofado,1850,41,21,21
consoles_games,200,23,15,19
bebes,200,16,5,16
utilidades_domesticas,6700,64,23,48
moveis_decoracao,13700,50,55,50
beleza_saude,500,23,5,11
eletroportateis,1250,24,20,25
informatica_acessorios,850,17,20,17
eletrodomesticos,2050,20,8,13
bebes,1263,40,18,32
moveis_decoracao,1650,100,7,15
fashion_bolsas_e_acessorios,14900,27,60,41
consoles_games,100,26,3,14
cama_mesa_banho,1050,35,10,45
pet_shop,11450,42,65,55
climatizacao,100,27,13,17
esporte_lazer,914,30,26,21
automotivo,350,35,16,16
moveis_sala,1450,61,2,21
consoles_games,400,16,2,11
bebes,450,30,10,30
bebes,1100,42,25,15
ferramentas_jardim,8800,66,10,54
utilidades_domesticas,7250,45,19,45
moveis_decoracao,3100,35,20,35
esporte_lazer,950,24,14,32
beleza_saude,1925,37,6,37
esporte_lazer,28500,105,65,25
papelaria,1500,30,20,17
moveis_escritorio,12250,63,58,24
informatica_acessorios,2133,26,24,22
informatica_acessorios,1133,27,19,19
automotivo,1300,22,9,16
informatica_acessorios,2275,18,14,16
bebes,600,16,5,11
cama_mesa_banho,3250,29,7,36
bebes,700,30,20,30
eletronicos,175,27,11,26
moveis_decoracao,2900,40,7,30
perfumaria,225,17,19,19
cama_mesa_banho,1250,35,20,30
utilidades_domesticas,2075,47,26,21
esporte_lazer,400,16,5,16
utilidades_domesticas,213,23,11,15
market_place,1750,32,10,40
moveis_cozinha_area_de_servico_jantar_e_jardim,1700,30,13,16
bebes,800,34,14,31
perfumaria,100,20,15,15
automotivo,650,24,13,21
telefonia,350,17,7,28
telefonia,100,19,3,12
esporte_lazer,5800,93,13,24
alimentos_bebidas,250,16,2,12
pet_shop,300,30,30,30
perfumaria,350,23,7,18
moveis_decoracao,12600,74,8,74
cama_mesa_banho,350,25,9,19
construcao_ferramentas_jardim,1625,22,19,12
perfumaria,525,16,15,16
eletrodomesticos_2,300,16,11,16
cool_stuff,200,17,9,14
utilidades_domesticas,800,44,14,35
brinquedos,300,20,10,15
relogios_presentes,267,16,17,13
eletroportateis,200,24,13,13
moveis_quarto,18500,38,58,38
utilidades_domesticas,650,25,10,20
perfumaria,460,20,14,20
utilidades_domesticas,4900,46,31,38
moveis_decoracao,500,16,8,11
relogios_presentes,481,18,13,15
esporte_lazer,700,28,20,25
automotivo,440,19,9,13
relogios_presentes,342,17,9,12
beleza_saude,2300,30,12,16
informatica_acessorios,375,16,13,14
agro_industria_e_comercio,2350,18,36,18
utilidades_domesticas,4900,25,60,25
moveis_decoracao,450,20,20,20
telefonia_fixa,3060,30,11,26
cama_mesa_banho,1100,45,11,11
artes,2350,20,14,30
bebes,1500,16,29,42
utilidades_domesticas,1400,39,18,27
artigos_de_natal,3750,41,16,39
esporte_lazer,189,19,13,16
beleza_saude,250,16,10,20
moveis_escritorio,16800,63,58,24
esporte_lazer,300,18,8,16
ferramentas_jardim,1800,33,23,11
esporte_lazer,100,25,25,25
brinquedos,20850,45,50,45
cama_mesa_banho,3200,50,10,40
informatica_acessorios,350,16,4,16
bebes,350,30,20,30
moveis_decoracao,350,35,2,25
relogios_presentes,350,16,14,11
utilidades_domesticas,10300,45,28,45
moveis_quarto,13450,76,14,56
telefonia,150,17,12,17
consoles_games,750,16,8,11
moveis_decoracao,800,53,8,11
telefonia,200,19,4,12
telefonia_fixa,100,20,15,20
eletronicos,100,18,14,15
informatica_acessorios,1000,18,9,16
eletrodomesticos,600,16,10,18
esporte_lazer,6500,18,18,18
instrumentos_musicais,10000,50,26,46
bebes,500,34,8,21
instrumentos_musicais,950,22,9,57
informatica_acessorios,1167,21,15,13
perfumaria,200,20,7,20
esporte_lazer,1100,60,15,15
esporte_lazer,400,25,15,20
fashion_bolsas_e_acessorios,4600,16,2,11
automotivo,1350,47,19,23
utilidades_domesticas,1200,22,12,22
tablets_impressao_imagem,1100,30,5,22
esporte_lazer,90,21,4,19
esporte_lazer,575,19,19,17
eletronicos,600,16,11,11
brinquedos,450,23,16,19
ferramentas_jardim,550,25,15,15
utilidades_domesticas,900,45,20,25
utilidades_domesticas,20100,42,63,42
beleza_saude,950,20,20,20
instrumentos_musicais,250,24,10,11
utilidades_domesticas,700,25,21,21
beleza_saude,3600,16,28,11
esporte_lazer,1975,44,46,39
papelaria,4050,26,26,26
utilidades_domesticas,1100,91,13,11
moveis_sala,13700,58,40,25
pet_shop,675,20,18,17
telefonia,100,16,6,15
beleza_saude,250,26,5,18
esporte_lazer,700,25,25,25
bebes,2800,51,35,26
informatica_acessorios,170,23,11,26
cama_mesa_banho,4100,40,12,38
brinquedos,8250,48,38,36
utilidades_domesticas,900,16,13,13
esporte_lazer,550,16,10,12
eletronicos,450,19,23,19
relogios_presentes,450,18,11,14
ferramentas_jardim,5100,46,20,46
beleza_saude,200,20,10,20
cama_mesa_banho,950,45,15,35
industria_comercio_e_negocios,4400,36,12,45
informatica_acessorios,150,16,14,11
moveis_decoracao,450,20,35,20
utilidades_domesticas,400,30,4,17
perfumaria,363,22,16,20
cama_mesa_banho,1400,20,20,20
esporte_lazer,3100,30,13,25
utilidades_domesticas,1400,33,26,28
cama_mesa_banho,750,20,10,15
eletronicos,1950,27,7,27
esporte_lazer,75,28,20,30
construcao_ferramentas_construcao,150,19,5,25
papelaria,550,66,12,12
consoles_games,300,21,7,16
cama_mesa_banho,1850,50,10,40
pet_shop,200,23,8,15
eletronicos,183,17,7,12
beleza_saude,200,25,15,15
informatica_acessorios,200,60,16,11
beleza_saude,400,15,13,14
relogios_presentes,283,20,13,20
moveis_decoracao,950,25,25,25
cama_mesa_banho,22250,85,23,68
telefonia,83,19,4,11
climatizacao,4583,41,47,33
informatica_acessorios,100,16,4,14
beleza_saude,325,16,16,16
cool_stuff,7750,58,33,61
informatica_acessorios,200,17,13,13
perfumaria,300,16,11,11
artes,5900,40,10,30
pet_shop,650,25,30,20
pet_shop,10150,50,5,45
cine_foto,150,20,20,20
cama_mesa_banho,3650,40,10,30
papelaria,250,30,30,30
bebes,5050,30,5,30
beleza_saude,600,16,20,15
automotivo,700,16,11,11
moveis_decoracao,30000,65,50,70
instrumentos_musicais,289,37,12,13
beleza_saude,1750,23,23,22
brinquedos,19650,75,76,22
moveis_decoracao,700,40,10,34
malas_acessorios,700,34,24,21
pet_shop,20450,35,35,35
telefonia,250,16,6,11
pet_shop,1250,40,20,30
beleza_saude,350,16,19,12
fashion_bolsas_e_acessorios,50,18,18,12
moveis_decoracao,250,22,2,32
pet_shop,350,16,4,11
utilidades_domesticas,667,25,25,26
cool_stuff,200,18,8,13
beleza_saude,50,18,12,15
moveis_decoracao,1950,105,3,70
market_place,2350,22,24,40
relogios_presentes,617,22,10,12
automotivo,300,48,5,28
casa_construcao,10550,40,30,30
automotivo,1933,28,13,14
alimentos_bebidas,300,21,10,15
automotivo,925,60,8,33
bebes,450,25,15,17
beleza_saude,200,40,5,11
informatica_acessorios,700,18,8,16
cama_mesa_banho,1500,40,5,30
construcao_ferramentas_construcao,1700,16,11,11
esporte_lazer,2800,35,12,35
automotivo,825,25,18,23
esporte_lazer,1900,27,17,17
cool_stuff,900,18,9,27
cama_mesa_banho,2200,38,7,31
relogios_presentes,263,17,12,13
cool_stuff,287,25,10,21
construcao_ferramentas_construcao,29500,43,13,43
artes_e_artesanato,1250,19,10,22
moveis_sala,1100,31,5,31
relogios_presentes,400,16,11,17
esporte_lazer,5000,64,48,22
ferramentas_jardim,335,21,21,16
perfumaria,250,16,11,11
moveis_decoracao,600,16,12,15
livros_interesse_geral,550,23,3,16
papelaria,700,50,18,34
moveis_decoracao,1150,37,5,28
utilidades_domesticas,3600,46,19,32
utilidades_domesticas,750,28,20,28
beleza_saude,1300,42,12,11
casa_construcao,400,16,17,15
beleza_saude,250,16,5,20
moveis_decoracao,300,22,6,20
moveis_sala,28100,97,9,75
cama_mesa_banho,13350,20,20,20
audio,517,27,22,25
artes_e_artesanato,350,32,2,28
brinquedos,500,23,17,11
casa_construcao,5350,40,30,40
moveis_decoracao,1300,69,11,11
casa_conforto,2300,40,20,30
cama_mesa_banho,1150,40,5,30
ferramentas_jardim,1800,37,22,40
cool_stuff,3533,37,53,44
papelaria,400,44,24,32
automotivo,9100,30,60,30
eletroportateis,200,28,9,18
ferramentas_jardim,1300,25,14,24
informatica_acessorios,575,18,20,18
moveis_decoracao,433,47,4,35
construcao_ferramentas_seguranca,7250,31,31,31
utilidades_domesticas,1818,33,17,26
cama_mesa_banho,1550,30,5,30
cama_mesa_banho,750,16,10,16
perfumaria,400,27,10,15
utilidades_domesticas,2200,16,44,34
casa_construcao,600,22,18,22
beleza_saude,1200,16,16,16
papelaria,350,25,10,17
construcao_ferramentas_iluminacao,300,16,10,16
utilidades_domesticas,2800,25,10,17
esporte_lazer,135,18,10,13
bebes,700,36,7,32
informatica_acessorios,300,20,9,14
automotivo,8900,105,15,34
sinalizacao_e_seguranca,250,20,11,15
brinquedos,600,30,16,20
automotivo,1750,24,69,53
artes,350,16,6,11
bebes,700,39,16,40
automotivo,1850,31,28,28
telefonia,100,19,5,13
fashion_bolsas_e_acessorios,200,16,6,11
artes,250,20,8,11
construcao_ferramentas_construcao,850,24,7,24
pet_shop,18150,56,45,51
livros_interesse_geral,1350,26,15,22
moveis_decoracao,700,40,11,30
instrumentos_musicais,3300,20,20,20
pet_shop,9150,49,32,35
informatica_acessorios,900,35,15,15
moveis_decoracao,5300,40,20,40
beleza_saude,1150,50,10,15
perfumaria,2303,26,15,23
automotivo,5600,30,25,25
cama_mesa_banho,800,45,10,34
eletronicos,401,17,12,15
esporte_lazer,1350,16,16,18
informatica_acessorios,1900,28,12,33
perfumaria,125,16,7,16
perfumaria,444,20,14,15
bebes,1288,23,23,26
perfumaria,600,22,16,16
utilidades_domesticas,1700,16,17,17
artigos_de_natal,600,16,15,11
beleza_saude,58,16,16,11
brinquedos,250,25,3,18
cama_mesa_banho,700,30,3,26
automotivo,1750,33,27,26
informatica_acessorios,1450,30,8,21
perfumaria,250,16,16,15
automotivo,375,20,14,18
bebes,7003,52,30,46
fashion_calcados,9000,16,5,33
sinalizacao_e_seguranca,1600,33,13,20
informatica_acessorios,550,21,4,14
esporte_lazer,270,19,8,10
relogios_presentes,285,22,6,15
cama_mesa_banho,450,45,11,11
moveis_decoracao,2050,33,8,26
automotivo,600,17,10,24
relogios_presentes,270,18,9,12
fashion_bolsas_e_acessorios,150,16,12,11
automotivo,4800,50,8,20
bebes,950,39,10,26
automotivo,250,20,4,16
automotivo,625,25,4,11
moveis_decoracao,1800,84,10,11
esporte_lazer,980,32,26,23
cama_mesa_banho,1650,45,15,35
bebes,450,18,15,18
beleza_saude,850,23,15,21
cama_mesa_banho,600,32,5,30
telefonia,150,19,5,11
relogios_presentes,438,19,15,18
papelaria,1050,29,30,26
cama_mesa_banho,1600,54,9,42
brinquedos,633,27,24,23
esporte_lazer,850,77,4,45
informatica_acessorios,400,18,15,16
ferramentas_jardim,3020,35,23,25
telefonia,350,16,10,12
moveis_decoracao,1400,40,8,30
beleza_saude,150,16,5,12
informatica_acessorios,80,18,14,17
cama_mesa_banho,1925,38,13,20
esporte_lazer,498,18,18,18
beleza_saude,500,18,10,13
esporte_lazer,150,17,5,11
beleza_saude,371,20,16,16
relogios_presentes,800,19,9,15
esporte_lazer,450,30,5,20
pet_shop,3000,45,47,20
automotivo,1750,35,10,45
malas_acessorios,9560,31,45,54
eletronicos,250,18,17,18
livros_interesse_geral,400,33,6,22
industria_comercio_e_negocios,11300,44,34,25
construcao_ferramentas_construcao,11550,33,12,33
utilidades_domesticas,1300,30,10,30
fashion_bolsas_e_acessorios,800,16,9,11
utilidades_domesticas,300,20,20,20
malas_acessorios,18400,53,77,33
automotivo,2300,20,20,20
audio,167,16,4,11
relogios_presentes,225,28,10,18
bebes,650,36,15,25
pc_gamer,650,16,22,20
automotivo,9050,60,30,30
fashion_bolsas_e_acessorios,300,20,10,20
fashion_bolsas_e_acessorios,100,16,11,11
moveis_decoracao,5350,40,20,40
informatica_acessorios,200,19,5,13
beleza_saude,200,22,3,15
brinquedos,800,45,52,15
beleza_saude,1250,30,25,30
industria_comercio_e_negocios,12450,46,45,32
utilidades_domesticas,1750,16,30,12
automotivo,700,16,21,18
malas_acessorios,550,16,30,20
moveis_decoracao,1300,42,11,35
bebes,250,40,40,30
beleza_saude,700,30,5,20
moveis_decoracao,900,100,11,12
brinquedos,50,16,5,16
beleza_saude,300,20,11,11
papelaria,6575,48,17,39
moveis_decoracao,250,18,10,18
bebes,3425,41,45,39
cama_mesa_banho,500,50,11,11
utilidades_domesticas,3150,43,27,27
relogios_presentes,394,17,11,14
ferramentas_jardim,3750,32,14,22
telefonia,400,16,6,11
informatica_acessorios,223,19,12,12
cama_mesa_banho,2700,40,10,34
utilidades_domesticas,9000,50,14,50
beleza_saude,400,22,19,21
beleza_saude,2500,30,10,20
moveis_escritorio,2850,62,4,82
cama_mesa_banho,3100,47,21,41
instrumentos_musicais,1500,31,4,15
telefonia,90,19,5,11
moveis_decoracao,1600,28,27,28
moveis_decoracao,600,65,11,13
papelaria,6150,60,20,29
informatica_acessorios,100,18,24,16
fashion_bolsas_e_acessorios,975,33,25,28
cool_stuff,350,20,5,20
ferramentas_jardim,7750,54,28,28
perfumaria,480,23,14,17
esporte_lazer,4550,20,20,20
cama_mesa_banho,3600,38,20,25
cama_mesa_banho,800,60,16,43
cama_mesa_banho,250,16,12,11
informatica_acessorios,600,50,15,25
utilidades_domesticas,1700,32,14,28
beleza_saude,333,21,9,21
casa_construcao,750,16,20,16
construcao_ferramentas_iluminacao,900,40,40,30
automotivo,1000,30,15,32
beleza_saude,2229,32,20,21
consoles_games,317,30,23,15
esporte_lazer,500,20,20,20
construcao_ferramentas_construcao,150,20,3,20
cama_mesa_banho,3300,20,30,30
informatica_acessorios,200,16,16,16
automotivo,2900,72,4,44
utilidades_domesticas,800,16,20,16
cama_mesa_banho,1300,40,8,35
eletroportateis,1500,24,8,24
cama_mesa_banho,14300,70,30,60
moveis_decoracao,1350,25,23,25
esporte_lazer,800,27,12,14
beleza_saude,606,20,14,18
cama_mesa_banho,550,50,11,11
cama_mesa_banho,1700,35,9,36
informatica_acessorios,5875,25,15,20
cama_mesa_banho,2710,44,38,40
bebidas,150,18,18,18
informatica_acessorios,100,16,20,20
casa_conforto,1350,40,20,30
cama_mesa_banho,4325,49,23,38
moveis_decoracao,6900,100,25,25
automotivo,1375,31,30,28
automotivo,1150,54,17,24
bebes,750,40,5,32
esporte_lazer,300,16,10,11
cama_mesa_banho,2374,42,11,36
artes,900,70,6,11
moveis_decoracao,250,32,2,22
eletronicos,200,16,6,14
instrumentos_musicais,11600,45,20,100
papelaria,150,20,20,20
relogios_presentes,330,18,12,14
informatica_acessorios,200,36,2,28
malas_acessorios,1600,41,15,29
ferramentas_jardim,600,20,30,30
ferramentas_jardim,350,20,22,22
construcao_ferramentas_iluminacao,300,16,8,12
beleza_saude,800,28,29,28
telefonia,100,19,6,13
artigos_de_festas,350,27,9,19
moveis_decoracao,2400,64,10,50
moveis_decoracao,1300,42,20,38
moveis_decoracao,500,17,17,17
utilidades_domesticas,788,28,24,30
esporte_lazer,450,19,16,16
brinquedos,1225,27,32,21
beleza_saude,600,33,19,13
bebes,5867,38,37,30
cama_mesa_banho,2225,43,10,33
artigos_de_natal,1800,46,27,29
casa_construcao,500,17,27,17
moveis_decoracao,1550,30,30,30
utilidades_domesticas,750,20,20,20
perfumaria,521,22,12,15
automotivo,100,16,4,11
cama_mesa_banho,3750,48,13,40
cama_mesa_banho,7200,60,5,40
automotivo,50,26,2,19
beleza_saude,1050,22,15,17
eletronicos,528,17,13,16
esporte_lazer,1150,80,8,15
brinquedos,300,16,15,15
relogios_presentes,240,16,11,11
beleza_saude,650,27,4,11
cama_mesa_banho,1650,46,3,34
beleza_saude,372,19,14,16
cool_stuff,200,17,17,14
perfumaria,422,23,10,15
cama_mesa_banho,1650,31,9,31
eletrodomesticos,250,18,8,13
eletronicos,175,21,2,15
utilidades_domesticas,1100,48,24,23
pet_shop,682,25,35,27
moveis_decoracao,1150,20,20,20
cama_mesa_banho,750,40,4,30
automotivo,150,27,10,13
beleza_saude,767,22,18,20
moveis_escritorio,20900,101,10,62
informatica_acessorios,300,22,5,16
esporte_lazer,120,16,8,12
esporte_lazer,475,16,8,11
beleza_saude,50,16,9,11
brinquedos,5200,50,10,50
beleza_saude,233,42,21,26
papelaria,100,18,5,20
cama_mesa_banho,1500,34,12,40
papelaria,300,16,6,11
beleza_saude,400,18,8,18
papelaria,310,21,7,15
livros_tecnicos,700,27,3,19
relogios_presentes,500,20,13,13
utilidades_domesticas,250,19,2,11
esporte_lazer,300,16,4,11
moveis_decoracao,600,53,8,11
brinquedos,400,16,13,16
pet_shop,600,25,40,25
beleza_saude,1450,20,15,15
beleza_saude,350,30,5,12
bebidas,1700,25,25,25
beleza_saude,1250,35,35,11
beleza_saude,1500,50,20,20
eletronicos,900,24,12,12
esporte_lazer,4800,58,10,50
automotivo,2000,41,19,41
cama_mesa_banho,15300,40,25,37
moveis_cozinha_area_de_servico_jantar_e_jardim,18400,80,15,40
pet_shop,125,18,10,14
beleza_saude,230,16,16,16
malas_acessorios,425,28,20,29
moveis_decoracao,26400,75,45,49
bebidas,750,35,20,20
cama_mesa_banho,3250,30,20,70
utilidades_domesticas,5200,40,20,30
esporte_lazer,1032,17,15,16
informatica_acessorios,775,26,12,28
pet_shop,350,25,10,18
utilidades_domesticas,3133,21,20,21
papelaria,600,25,15,20
papelaria,150,16,5,15
alimentos_bebidas,200,20,12,15
cama_mesa_banho,2750,42,11,36
moveis_decoracao,2400,30,30,30
utilidades_domesticas,7250,32,28,27
cama_mesa_banho,500,24,10,27
informatica_acessorios,250,19,3,15
automotivo,300,25,10,20
brinquedos,1538,25,36,31
beleza_saude,100,22,3,15
eletroportateis,1500,22,29,13
utilidades_domesticas,1200,28,8,13
brinquedos,900,23,25,11
papelaria,1200,16,50,40
sinalizacao_e_seguranca,900,26,21,21
brinquedos,10300,39,49,42
relogios_presentes,270,16,8,11
utilidades_domesticas,1500,22,29,22
cama_mesa_banho,3900,50,10,30
livros_tecnicos,995,27,6,20
papelaria,550,25,7,24
moveis_decoracao,1900,28,19,21
cama_mesa_banho,3675,46,12,43
utilidades_domesticas,1205,39,24,23
fashion_bolsas_e_acessorios,150,20,20,20
cama_mesa_banho,1950,50,10,40
fashion_bolsas_e_acessorios,200,20,10,20
automotivo,500,20,16,20
eletrodomesticos,4550,27,13,17
utilidades_domesticas,2800,30,30,30
bebes,350,19,14,12
informatica_acessorios,50,16,8,11
eletroportateis,438,25,12,15
bebes,3600,37,22,40
cama_mesa_banho,1200,47,7,45
moveis_decoracao,1250,20,28,20
utilidades_domesticas,13000,60,39,58
beleza_saude,370,25,14,13
utilidades_domesticas,7150,35,28,32
artes,400,16,62,16
relogios_presentes,733,17,10,18
consoles_games,155,16,7,14
cama_mesa_banho,4825,48,25,40
cama_mesa_banho,7325,25,63,63
beleza_saude,1200,25,19,18
telefonia,250,16,10,11
utilidades_domesticas,505,17,17,19
esporte_lazer,400,16,16,11
cama_mesa_banho,2100,45,20,25
beleza_saude,350,16,10,20
cama_mesa_banho,1450,35,19,45
livros_interesse_geral,500,24,3,17
informatica_acessorios,300,18,8,20
cama_mesa_banho,2200,40,15,27
telefonia_fixa,200,20,15,20
brinquedos,400,36,18,27
beleza_saude,500,20,12,14
moveis_quarto,10750,93,63,11
utilidades_domesticas,300,23,5,16
utilidades_domesticas,700,25,41,25
cama_mesa_banho,1600,48,6,39
moveis_decoracao,300,35,5,25
malas_acessorios,300,30,20,12
eletroportateis,11833,46,53,37
cama_mesa_banho,1700,48,8,39
pet_shop,11900,50,37,37
telefonia_fixa,850,16,8,16
eletrodomesticos,500,30,12,17
